timestamp,job_name,job_type,business_service,status,duration_minutes,sla_minutes,sla_risk,owner_team
2026-05-31 11:00:00,Payment_Gateway_Check,TPE,Payments,Success,6,6,False,Production Control
2026-05-31 12:00:00,Payroll_Process,BPE,Payroll,Success,47,45,True,NOC
2026-05-31 12:00:00,Benefits_Update,BPE,HR,Success,40,45,False,Production Control
2026-05-31 12:00:00,Nightly_Backup,BPE,Backup,Delayed,5,60,True,App Support
2026-05-31 12:00:00,Tax_Record_Sync,BPE,Finance,Success,33,45,False,NOC
2026-05-31 12:00:00,DMV_Transactions,TPE,Citizen Services,Success,6,10,False,NOC
2026-05-31 12:00:00,Claims_Processing,TPE,Insurance,Success,9,10,False,App Support
2026-05-31 12:00:00,Identity_Verification,TPE,IAM,Success,13,8,True,NOC
2026-05-31 12:00:00,Payment_Gateway_Check,TPE,Payments,Success,20,6,True,NOC
2026-05-31 13:00:00,Payroll_Process,BPE,Payroll,Delayed,4,45,True,Production Control
2026-05-31 13:00:00,Benefits_Update,BPE,HR,Success,58,45,True,NOC
2026-05-31 13:00:00,Nightly_Backup,BPE,Backup,Success,44,60,False,App Support
2026-05-31 13:00:00,Tax_Record_Sync,BPE,Finance,Success,8,45,False,App Support
2026-05-31 13:00:00,DMV_Transactions,TPE,Citizen Services,Success,14,10,True,App Support
2026-05-31 13:00:00,Claims_Processing,TPE,Insurance,Success,15,10,True,Production Control
2026-05-31 13:00:00,Identity_Verification,TPE,IAM,Success,7,8,False,App Support
2026-05-31 13:00:00,Payment_Gateway_Check,TPE,Payments,Success,6,6,False,Production Control
2026-05-31 14:00:00,Payroll_Process,BPE,Payroll,Success,39,45,False,App Support
2026-05-31 14:00:00,Benefits_Update,BPE,HR,Success,9,45,False,App Support
2026-05-31 14:00:00,Nightly_Backup,BPE,Backup,Success,19,60,False,Production Control
2026-05-31 14:00:00,Tax_Record_Sync,BPE,Finance,Delayed,4,45,True,Infrastructure
2026-05-31 14:00:00,DMV_Transactions,TPE,Citizen Services,Success,17,10,True,App Support
2026-05-31 14:00:00,Claims_Processing,TPE,Insurance,Delayed,13,10,True,Infrastructure
2026-05-31 14:00:00,Identity_Verification,TPE,IAM,Success,14,8,True,NOC
2026-05-31 14:00:00,Payment_Gateway_Check,TPE,Payments,Success,12,6,True,NOC
2026-05-31 15:00:00,Payroll_Process,BPE,Payroll,Success,37,45,False,App Support
2026-05-31 15:00:00,Benefits_Update,BPE,HR,Success,69,45,True,Production Control
2026-05-31 15:00:00,Nightly_Backup,BPE,Backup,Success,22,60,False,Production Control
2026-05-31 15:00:00,Tax_Record_Sync,BPE,Finance,Success,36,45,False,NOC
2026-05-31 15:00:00,DMV_Transactions,TPE,Citizen Services,Success,9,10,False,App Support
2026-05-31 15:00:00,Claims_Processing,TPE,Insurance,Delayed,13,10,True,Production Control
2026-05-31 15:00:00,Identity_Verification,TPE,IAM,Success,7,8,False,Infrastructure
2026-05-31 15:00:00,Payment_Gateway_Check,TPE,Payments,Delayed,13,6,True,NOC
2026-05-31 16:00:00,Payroll_Process,BPE,Payroll,Delayed,47,45,True,Production Control
2026-05-31 16:00:00,Benefits_Update,BPE,HR,Success,26,45,False,App Support
2026-05-31 16:00:00,Nightly_Backup,BPE,Backup,Success,41,60,False,NOC
2026-05-31 16:00:00,Tax_Record_Sync,BPE,Finance,Success,13,45,False,Production Control
2026-05-31 16:00:00,DMV_Transactions,TPE,Citizen Services,Success,2,10,False,NOC
2026-05-31 16:00:00,Claims_Processing,TPE,Insurance,Delayed,12,10,True,Production Control
2026-05-31 16:00:00,Identity_Verification,TPE,IAM,Success,6,8,False,Production Control
2026-05-31 16:00:00,Payment_Gateway_Check,TPE,Payments,Success,12,6,True,Production Control
2026-05-31 17:00:00,Payroll_Process,BPE,Payroll,Success,20,45,False,Infrastructure
2026-05-31 17:00:00,Benefits_Update,BPE,HR,Success,11,45,False,App Support
2026-05-31 17:00:00,Nightly_Backup,BPE,Backup,Success,14,60,False,Infrastructure
2026-05-31 17:00:00,Tax_Record_Sync,BPE,Finance,Delayed,19,45,True,App Support
2026-05-31 17:00:00,DMV_Transactions,TPE,Citizen Services,Delayed,22,10,True,Infrastructure
2026-05-31 17:00:00,Claims_Processing,TPE,Insurance,Success,7,10,False,Infrastructure
2026-05-31 17:00:00,Identity_Verification,TPE,IAM,Success,9,8,True,Production Control
2026-05-31 17:00:00,Payment_Gateway_Check,TPE,Payments,Success,14,6,True,Infrastructure
2026-05-31 18:00:00,Payroll_Process,BPE,Payroll,Success,18,45,False,NOC
2026-05-31 18:00:00,Benefits_Update,BPE,HR,Failed,52,45,True,NOC
2026-05-31 18:00:00,Nightly_Backup,BPE,Backup,Success,25,60,False,Production Control
2026-05-31 18:00:00,Tax_Record_Sync,BPE,Finance,Delayed,15,45,True,Production Control
2026-05-31 18:00:00,DMV_Transactions,TPE,Citizen Services,Success,12,10,True,Production Control
2026-05-31 18:00:00,Claims_Processing,TPE,Insurance,Delayed,13,10,True,Production Control
2026-05-31 18:00:00,Identity_Verification,TPE,IAM,Failed,22,8,True,NOC
2026-05-31 18:00:00,Payment_Gateway_Check,TPE,Payments,Success,22,6,True,Infrastructure
2026-05-31 19:00:00,Payroll_Process,BPE,Payroll,Success,59,45,True,Production Control
2026-05-31 19:00:00,Benefits_Update,BPE,HR,Success,33,45,False,Infrastructure
2026-05-31 19:00:00,Nightly_Backup,BPE,Backup,Success,34,60,False,NOC
2026-05-31 19:00:00,Tax_Record_Sync,BPE,Finance,Success,8,45,False,App Support
2026-05-31 19:00:00,DMV_Transactions,TPE,Citizen Services,Failed,7,10,True,App Support
2026-05-31 19:00:00,Claims_Processing,TPE,Insurance,Success,14,10,True,App Support
2026-05-31 19:00:00,Identity_Verification,TPE,IAM,Success,5,8,False,Production Control
2026-05-31 19:00:00,Payment_Gateway_Check,TPE,Payments,Success,7,6,True,NOC
2026-05-31 20:00:00,Payroll_Process,BPE,Payroll,Success,39,45,False,Infrastructure
2026-05-31 20:00:00,Benefits_Update,BPE,HR,Success,15,45,False,Production Control
2026-05-31 20:00:00,Nightly_Backup,BPE,Backup,Success,50,60,False,NOC
2026-05-31 20:00:00,Tax_Record_Sync,BPE,Finance,Success,13,45,False,App Support
2026-05-31 20:00:00,DMV_Transactions,TPE,Citizen Services,Success,2,10,False,Production Control
2026-05-31 20:00:00,Claims_Processing,TPE,Insurance,Failed,21,10,True,Production Control
2026-05-31 20:00:00,Identity_Verification,TPE,IAM,Success,3,8,False,Production Control
2026-05-31 20:00:00,Payment_Gateway_Check,TPE,Payments,Success,8,6,True,Infrastructure
2026-05-31 21:00:00,Payroll_Process,BPE,Payroll,Success,38,45,False,NOC
2026-05-31 21:00:00,Benefits_Update,BPE,HR,Success,8,45,False,App Support
2026-05-31 21:00:00,Nightly_Backup,BPE,Backup,Success,21,60,False,NOC
2026-05-31 21:00:00,Tax_Record_Sync,BPE,Finance,Success,56,45,True,App Support
2026-05-31 21:00:00,DMV_Transactions,TPE,Citizen Services,Success,8,10,False,Production Control
2026-05-31 21:00:00,Claims_Processing,TPE,Insurance,Success,7,10,False,NOC
2026-05-31 21:00:00,Identity_Verification,TPE,IAM,Failed,17,8,True,Infrastructure
2026-05-31 21:00:00,Payment_Gateway_Check,TPE,Payments,Success,14,6,True,Infrastructure
2026-05-31 22:00:00,Payroll_Process,BPE,Payroll,Success,13,45,False,App Support
2026-05-31 22:00:00,Benefits_Update,BPE,HR,Success,25,45,False,App Support
2026-05-31 22:00:00,Nightly_Backup,BPE,Backup,Success,49,60,False,NOC
2026-05-31 22:00:00,Tax_Record_Sync,BPE,Finance,Success,35,45,False,Infrastructure
2026-05-31 22:00:00,DMV_Transactions,TPE,Citizen Services,Success,9,10,False,NOC
2026-05-31 22:00:00,Claims_Processing,TPE,Insurance,Success,6,10,False,NOC
2026-05-31 22:00:00,Identity_Verification,TPE,IAM,Success,4,8,False,App Support
2026-05-31 22:00:00,Payment_Gateway_Check,TPE,Payments,Success,20,6,True,NOC
2026-05-31 23:00:00,Payroll_Process,BPE,Payroll,Success,51,45,True,App Support
2026-05-31 23:00:00,Benefits_Update,BPE,HR,Success,70,45,True,App Support
2026-05-31 23:00:00,Nightly_Backup,BPE,Backup,Success,32,60,False,NOC
2026-05-31 23:00:00,Tax_Record_Sync,BPE,Finance,Delayed,52,45,True,NOC
2026-05-31 23:00:00,DMV_Transactions,TPE,Citizen Services,Success,18,10,True,Production Control
2026-05-31 23:00:00,Claims_Processing,TPE,Insurance,Delayed,5,10,True,App Support
2026-05-31 23:00:00,Identity_Verification,TPE,IAM,Delayed,7,8,True,Production Control
2026-05-31 23:00:00,Payment_Gateway_Check,TPE,Payments,Success,8,6,True,Production Control
2026-06-01 00:00:00,Payroll_Process,BPE,Payroll,Success,7,45,False,App Support
2026-06-01 00:00:00,Benefits_Update,BPE,HR,Delayed,27,45,True,Production Control
2026-06-01 00:00:00,Nightly_Backup,BPE,Backup,Success,35,60,False,NOC
2026-06-01 00:00:00,Tax_Record_Sync,BPE,Finance,Success,13,45,False,App Support
2026-06-01 00:00:00,DMV_Transactions,TPE,Citizen Services,Success,19,10,True,Infrastructure
2026-06-01 00:00:00,Claims_Processing,TPE,Insurance,Success,18,10,True,NOC
2026-06-01 00:00:00,Identity_Verification,TPE,IAM,Success,21,8,True,App Support
2026-06-01 00:00:00,Payment_Gateway_Check,TPE,Payments,Success,5,6,False,Production Control
2026-06-01 01:00:00,Payroll_Process,BPE,Payroll,Delayed,14,45,True,NOC
2026-06-01 01:00:00,Benefits_Update,BPE,HR,Failed,38,45,True,Infrastructure
2026-06-01 01:00:00,Nightly_Backup,BPE,Backup,Success,54,60,False,App Support
2026-06-01 01:00:00,Tax_Record_Sync,BPE,Finance,Success,62,45,True,Infrastructure
2026-06-01 01:00:00,DMV_Transactions,TPE,Citizen Services,Success,14,10,True,App Support
2026-06-01 01:00:00,Claims_Processing,TPE,Insurance,Success,3,10,False,Infrastructure
2026-06-01 01:00:00,Identity_Verification,TPE,IAM,Success,9,8,True,App Support
2026-06-01 01:00:00,Payment_Gateway_Check,TPE,Payments,Failed,10,6,True,NOC
2026-06-01 02:00:00,Payroll_Process,BPE,Payroll,Success,45,45,False,Infrastructure
2026-06-01 02:00:00,Benefits_Update,BPE,HR,Success,41,45,False,App Support
2026-06-01 02:00:00,Nightly_Backup,BPE,Backup,Delayed,14,60,True,Production Control
2026-06-01 02:00:00,Tax_Record_Sync,BPE,Finance,Success,19,45,False,App Support
2026-06-01 02:00:00,DMV_Transactions,TPE,Citizen Services,Success,12,10,True,App Support
2026-06-01 02:00:00,Claims_Processing,TPE,Insurance,Success,21,10,True,Production Control
2026-06-01 02:00:00,Identity_Verification,TPE,IAM,Success,16,8,True,App Support
2026-06-01 02:00:00,Payment_Gateway_Check,TPE,Payments,Success,17,6,True,Infrastructure
2026-06-01 03:00:00,Payroll_Process,BPE,Payroll,Success,9,45,False,Production Control
2026-06-01 03:00:00,Benefits_Update,BPE,HR,Success,10,45,False,App Support
2026-06-01 03:00:00,Nightly_Backup,BPE,Backup,Success,19,60,False,NOC
2026-06-01 03:00:00,Tax_Record_Sync,BPE,Finance,Success,24,45,False,Production Control
2026-06-01 03:00:00,DMV_Transactions,TPE,Citizen Services,Success,3,10,False,App Support
2026-06-01 03:00:00,Claims_Processing,TPE,Insurance,Delayed,3,10,True,Production Control
2026-06-01 03:00:00,Identity_Verification,TPE,IAM,Success,10,8,True,App Support
2026-06-01 03:00:00,Payment_Gateway_Check,TPE,Payments,Success,18,6,True,NOC
2026-06-01 04:00:00,Payroll_Process,BPE,Payroll,Success,5,45,False,App Support
2026-06-01 04:00:00,Benefits_Update,BPE,HR,Success,59,45,True,App Support
2026-06-01 04:00:00,Nightly_Backup,BPE,Backup,Success,46,60,False,Infrastructure
2026-06-01 04:00:00,Tax_Record_Sync,BPE,Finance,Success,13,45,False,App Support
2026-06-01 04:00:00,DMV_Transactions,TPE,Citizen Services,Success,3,10,False,Production Control
2026-06-01 04:00:00,Claims_Processing,TPE,Insurance,Success,9,10,False,Production Control
2026-06-01 04:00:00,Identity_Verification,TPE,IAM,Success,10,8,True,NOC
2026-06-01 04:00:00,Payment_Gateway_Check,TPE,Payments,Success,2,6,False,Production Control
2026-06-01 05:00:00,Payroll_Process,BPE,Payroll,Success,24,45,False,NOC
2026-06-01 05:00:00,Benefits_Update,BPE,HR,Success,30,45,False,Infrastructure
2026-06-01 05:00:00,Nightly_Backup,BPE,Backup,Success,37,60,False,App Support
2026-06-01 05:00:00,Tax_Record_Sync,BPE,Finance,Success,46,45,True,Production Control
2026-06-01 05:00:00,DMV_Transactions,TPE,Citizen Services,Success,16,10,True,App Support
2026-06-01 05:00:00,Claims_Processing,TPE,Insurance,Success,20,10,True,Infrastructure
2026-06-01 05:00:00,Identity_Verification,TPE,IAM,Success,19,8,True,Infrastructure
2026-06-01 05:00:00,Payment_Gateway_Check,TPE,Payments,Success,11,6,True,App Support
2026-06-01 06:00:00,Payroll_Process,BPE,Payroll,Success,10,45,False,Infrastructure
2026-06-01 06:00:00,Benefits_Update,BPE,HR,Failed,43,45,True,Infrastructure
2026-06-01 06:00:00,Nightly_Backup,BPE,Backup,Success,40,60,False,Production Control
2026-06-01 06:00:00,Tax_Record_Sync,BPE,Finance,Success,9,45,False,App Support
2026-06-01 06:00:00,DMV_Transactions,TPE,Citizen Services,Success,12,10,True,NOC
2026-06-01 06:00:00,Claims_Processing,TPE,Insurance,Success,22,10,True,Infrastructure
2026-06-01 06:00:00,Identity_Verification,TPE,IAM,Delayed,10,8,True,App Support
2026-06-01 06:00:00,Payment_Gateway_Check,TPE,Payments,Success,14,6,True,Production Control
2026-06-01 07:00:00,Payroll_Process,BPE,Payroll,Success,45,45,False,Production Control
2026-06-01 07:00:00,Benefits_Update,BPE,HR,Success,70,45,True,App Support
2026-06-01 07:00:00,Nightly_Backup,BPE,Backup,Success,47,60,False,Production Control
2026-06-01 07:00:00,Tax_Record_Sync,BPE,Finance,Success,25,45,False,App Support
2026-06-01 07:00:00,DMV_Transactions,TPE,Citizen Services,Success,6,10,False,Production Control
2026-06-01 07:00:00,Claims_Processing,TPE,Insurance,Success,12,10,True,Production Control
2026-06-01 07:00:00,Identity_Verification,TPE,IAM,Success,13,8,True,Infrastructure
2026-06-01 07:00:00,Payment_Gateway_Check,TPE,Payments,Success,15,6,True,Infrastructure
2026-06-01 08:00:00,Payroll_Process,BPE,Payroll,Success,49,45,True,Infrastructure
2026-06-01 08:00:00,Benefits_Update,BPE,HR,Failed,61,45,True,App Support
2026-06-01 08:00:00,Nightly_Backup,BPE,Backup,Failed,8,60,True,NOC
2026-06-01 08:00:00,Tax_Record_Sync,BPE,Finance,Failed,62,45,True,NOC
2026-06-01 08:00:00,DMV_Transactions,TPE,Citizen Services,Success,14,10,True,App Support
2026-06-01 08:00:00,Claims_Processing,TPE,Insurance,Failed,3,10,True,Production Control
2026-06-01 08:00:00,Identity_Verification,TPE,IAM,Delayed,6,8,True,Infrastructure
2026-06-01 08:00:00,Payment_Gateway_Check,TPE,Payments,Delayed,15,6,True,App Support
2026-06-01 09:00:00,Payroll_Process,BPE,Payroll,Success,20,45,False,Production Control
2026-06-01 09:00:00,Benefits_Update,BPE,HR,Success,12,45,False,Production Control
2026-06-01 09:00:00,Nightly_Backup,BPE,Backup,Success,42,60,False,NOC
2026-06-01 09:00:00,Tax_Record_Sync,BPE,Finance,Success,59,45,True,Production Control
2026-06-01 09:00:00,DMV_Transactions,TPE,Citizen Services,Success,20,10,True,App Support
2026-06-01 09:00:00,Claims_Processing,TPE,Insurance,Success,4,10,False,App Support
2026-06-01 09:00:00,Identity_Verification,TPE,IAM,Success,22,8,True,App Support
2026-06-01 09:00:00,Payment_Gateway_Check,TPE,Payments,Success,17,6,True,NOC
2026-06-01 10:00:00,Payroll_Process,BPE,Payroll,Success,70,45,True,Infrastructure
2026-06-01 10:00:00,Benefits_Update,BPE,HR,Failed,3,45,True,Production Control
2026-06-01 10:00:00,Nightly_Backup,BPE,Backup,Success,4,60,False,Production Control
2026-06-01 10:00:00,Tax_Record_Sync,BPE,Finance,Success,30,45,False,Infrastructure
2026-06-01 10:00:00,DMV_Transactions,TPE,Citizen Services,Success,11,10,True,App Support
2026-06-01 10:00:00,Claims_Processing,TPE,Insurance,Success,18,10,True,Production Control
2026-06-01 10:00:00,Identity_Verification,TPE,IAM,Success,4,8,False,Infrastructure
2026-06-01 10:00:00,Payment_Gateway_Check,TPE,Payments,Success,11,6,True,Infrastructure
2026-06-01 11:00:00,Payroll_Process,BPE,Payroll,Failed,57,45,True,Production Control
2026-06-01 11:00:00,Benefits_Update,BPE,HR,Delayed,45,45,True,App Support
2026-06-01 11:00:00,Nightly_Backup,BPE,Backup,Success,47,60,False,Production Control
2026-06-01 11:00:00,Tax_Record_Sync,BPE,Finance,Success,53,45,True,Production Control
2026-06-01 11:00:00,DMV_Transactions,TPE,Citizen Services,Success,6,10,False,NOC
2026-06-01 11:00:00,Claims_Processing,TPE,Insurance,Success,20,10,True,NOC
2026-06-01 11:00:00,Identity_Verification,TPE,IAM,Success,13,8,True,NOC
2026-06-01 11:00:00,Payment_Gateway_Check,TPE,Payments,Failed,14,6,True,Infrastructure
2026-06-01 12:00:00,Payroll_Process,BPE,Payroll,Success,70,45,True,NOC
2026-06-01 12:00:00,Benefits_Update,BPE,HR,Success,15,45,False,NOC
2026-06-01 12:00:00,Nightly_Backup,BPE,Backup,Success,8,60,False,App Support
2026-06-01 12:00:00,Tax_Record_Sync,BPE,Finance,Success,58,45,True,Infrastructure
2026-06-01 12:00:00,DMV_Transactions,TPE,Citizen Services,Success,17,10,True,Production Control
2026-06-01 12:00:00,Claims_Processing,TPE,Insurance,Success,22,10,True,App Support
2026-06-01 12:00:00,Identity_Verification,TPE,IAM,Success,5,8,False,Infrastructure
2026-06-01 12:00:00,Payment_Gateway_Check,TPE,Payments,Success,21,6,True,Production Control
2026-06-01 13:00:00,Payroll_Process,BPE,Payroll,Success,55,45,True,NOC
2026-06-01 13:00:00,Benefits_Update,BPE,HR,Success,67,45,True,NOC
2026-06-01 13:00:00,Nightly_Backup,BPE,Backup,Success,38,60,False,NOC
2026-06-01 13:00:00,Tax_Record_Sync,BPE,Finance,Success,65,45,True,Production Control
2026-06-01 13:00:00,DMV_Transactions,TPE,Citizen Services,Success,10,10,False,Production Control
2026-06-01 13:00:00,Claims_Processing,TPE,Insurance,Success,13,10,True,Infrastructure
2026-06-01 13:00:00,Identity_Verification,TPE,IAM,Success,7,8,False,App Support
2026-06-01 13:00:00,Payment_Gateway_Check,TPE,Payments,Success,8,6,True,App Support
2026-06-01 14:00:00,Payroll_Process,BPE,Payroll,Success,44,45,False,NOC
2026-06-01 14:00:00,Benefits_Update,BPE,HR,Delayed,13,45,True,App Support
2026-06-01 14:00:00,Nightly_Backup,BPE,Backup,Delayed,21,60,True,NOC
2026-06-01 14:00:00,Tax_Record_Sync,BPE,Finance,Delayed,14,45,True,Production Control
2026-06-01 14:00:00,DMV_Transactions,TPE,Citizen Services,Delayed,16,10,True,Infrastructure
2026-06-01 14:00:00,Claims_Processing,TPE,Insurance,Success,10,10,False,NOC
