timestamp,server_name,os,business_service,site,cpu_usage,memory_usage,disk_usage,latency_ms,uptime_days,patch_age_days,status
2026-05-31 03:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,44,94,71,66,402,44,Critical
2026-05-31 03:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,69,37,64,69,123,36,Healthy
2026-05-31 03:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,47,26,85,27,55,84,Warning
2026-05-31 03:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,52,27,84,67,278,62,Healthy
2026-05-31 03:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,31,25,30,48,262,37,Healthy
2026-05-31 04:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,45,68,65,77,109,25,Healthy
2026-05-31 04:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,36,25,96,22,55,75,Critical
2026-05-31 04:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,48,76,33,25,125,9,Healthy
2026-05-31 04:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,99,37,86,169,334,6,Critical
2026-05-31 04:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,96,59,50,121,372,92,Critical
2026-05-31 04:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,38,47,71,55,414,120,Warning
2026-05-31 04:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,95,58,34,159,165,17,Critical
2026-05-31 04:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,40,78,48,84,390,39,Healthy
2026-05-31 05:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,57,73,30,85,183,120,Warning
2026-05-31 05:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,88,38,36,34,169,37,Warning
2026-05-31 05:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,56,43,70,79,280,33,Healthy
2026-05-31 05:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,75,90,83,15,200,99,Critical
2026-05-31 05:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,26,38,58,69,317,2,Healthy
2026-05-31 05:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,97,31,83,165,105,56,Critical
2026-05-31 05:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,91,72,32,121,379,32,Critical
2026-05-31 05:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,98,57,56,190,109,119,Critical
2026-05-31 06:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,33,73,86,37,407,119,Warning
2026-05-31 06:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,39,48,85,46,166,21,Warning
2026-05-31 06:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,68,46,84,40,265,45,Healthy
2026-05-31 06:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,37,77,31,66,198,36,Healthy
2026-05-31 06:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,98,39,62,163,199,4,Critical
2026-05-31 06:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,25,38,97,59,403,101,Critical
2026-05-31 06:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,38,54,87,47,52,91,Warning
2026-05-31 06:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,98,56,77,120,216,56,Critical
2026-05-31 07:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,22,43,72,107,183,65,Healthy
2026-05-31 07:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,37,42,48,39,245,86,Healthy
2026-05-31 07:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,42,33,49,15,185,37,Healthy
2026-05-31 07:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,31,59,50,71,375,28,Healthy
2026-05-31 07:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,50,72,72,80,369,82,Healthy
2026-05-31 07:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,57,74,45,43,131,19,Healthy
2026-05-31 07:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,93,61,34,175,324,25,Critical
2026-05-31 07:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,63,53,39,15,414,111,Warning
2026-05-31 08:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,67,71,41,104,295,60,Healthy
2026-05-31 08:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,21,76,38,100,301,72,Healthy
2026-05-31 08:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,56,70,69,79,248,107,Warning
2026-05-31 08:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,53,32,60,111,156,108,Warning
2026-05-31 08:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,58,71,70,71,69,92,Warning
2026-05-31 08:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,36,43,64,34,148,50,Healthy
2026-05-31 08:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,62,90,51,68,61,27,Critical
2026-05-31 08:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,71,71,97,76,33,46,Critical
2026-05-31 09:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,37,76,83,110,406,70,Healthy
2026-05-31 09:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,69,36,47,18,229,44,Healthy
2026-05-31 09:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,60,47,83,31,348,69,Healthy
2026-05-31 09:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,19,59,31,69,99,111,Warning
2026-05-31 09:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,47,38,43,58,419,113,Warning
2026-05-31 09:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,42,75,83,17,413,70,Healthy
2026-05-31 09:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,21,44,34,98,50,97,Warning
2026-05-31 09:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,19,34,69,31,272,86,Healthy
2026-05-31 10:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,25,35,46,36,340,78,Healthy
2026-05-31 10:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,65,71,49,18,189,74,Healthy
2026-05-31 10:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,61,46,75,90,383,107,Warning
2026-05-31 10:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,58,66,84,118,91,102,Warning
2026-05-31 10:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,54,44,72,79,361,44,Healthy
2026-05-31 10:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,18,74,57,96,265,91,Warning
2026-05-31 10:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,27,68,71,118,305,100,Warning
2026-05-31 10:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,48,74,47,46,74,36,Healthy
2026-05-31 11:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,74,70,69,58,44,64,Healthy
2026-05-31 11:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,72,53,81,50,335,90,Healthy
2026-05-31 11:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,74,22,42,107,238,63,Healthy
2026-05-31 11:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,53,66,75,116,38,12,Healthy
2026-05-31 11:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,36,66,72,75,313,68,Healthy
2026-05-31 11:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,40,69,52,49,186,33,Healthy
2026-05-31 11:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,32,34,77,112,383,24,Healthy
2026-05-31 11:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,30,52,67,82,335,37,Healthy
2026-05-31 12:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,24,40,41,105,303,17,Healthy
2026-05-31 12:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,86,57,38,111,281,14,Warning
2026-05-31 12:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,90,52,51,21,159,111,Critical
2026-05-31 12:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,87,47,66,21,107,20,Warning
2026-05-31 12:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,69,87,37,68,340,77,Warning
2026-05-31 12:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,68,71,58,53,331,55,Healthy
2026-05-31 12:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,37,25,77,112,136,81,Healthy
2026-05-31 12:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,31,27,41,35,31,53,Healthy
2026-05-31 13:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,46,52,44,51,389,111,Warning
2026-05-31 13:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,89,38,70,117,131,55,Warning
2026-05-31 13:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,25,63,47,24,60,22,Healthy
2026-05-31 13:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,68,69,88,30,269,89,Warning
2026-05-31 13:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,37,39,61,91,50,114,Warning
2026-05-31 13:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,45,60,35,101,324,76,Healthy
2026-05-31 13:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,19,65,93,75,295,84,Warning
2026-05-31 13:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,46,33,57,77,76,61,Healthy
2026-05-31 14:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,40,42,84,67,385,64,Healthy
2026-05-31 14:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,36,47,92,55,159,42,Warning
2026-05-31 14:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,25,47,82,99,307,60,Healthy
2026-05-31 14:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,94,45,61,192,56,27,Critical
2026-05-31 14:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,35,40,74,18,352,78,Healthy
2026-05-31 14:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,69,32,30,26,145,108,Warning
2026-05-31 14:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,25,29,39,106,179,66,Healthy
2026-05-31 14:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,63,75,60,85,104,50,Healthy
2026-05-31 15:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,30,54,38,50,242,44,Healthy
2026-05-31 15:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,68,95,49,89,367,63,Critical
2026-05-31 15:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,73,56,51,84,223,59,Healthy
2026-05-31 15:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,38,66,54,114,240,6,Healthy
2026-05-31 15:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,38,67,54,99,363,20,Healthy
2026-05-31 15:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,49,30,67,27,255,13,Healthy
2026-05-31 15:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,51,22,56,34,68,61,Healthy
2026-05-31 15:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,68,43,55,57,375,110,Warning
2026-05-31 16:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,52,42,86,84,48,80,Warning
2026-05-31 16:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,22,65,44,70,80,98,Warning
2026-05-31 16:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,58,28,74,18,53,42,Healthy
2026-05-31 16:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,91,45,45,167,379,102,Critical
2026-05-31 16:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,29,27,54,45,284,117,Warning
2026-05-31 16:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,55,51,59,16,268,116,Warning
2026-05-31 16:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,36,89,67,69,383,33,Warning
2026-05-31 16:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,47,34,84,45,225,74,Healthy
2026-05-31 17:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,40,66,83,50,34,73,Healthy
2026-05-31 17:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,73,69,88,78,176,100,Warning
2026-05-31 17:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,69,73,70,47,377,97,Warning
2026-05-31 17:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,64,65,70,95,360,6,Healthy
2026-05-31 17:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,37,24,76,52,197,96,Warning
2026-05-31 17:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,44,30,86,82,286,117,Warning
2026-05-31 17:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,35,38,60,52,412,112,Warning
2026-05-31 17:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,39,51,39,43,376,93,Warning
2026-05-31 18:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,61,76,53,65,37,34,Healthy
2026-05-31 18:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,52,45,73,63,356,48,Healthy
2026-05-31 18:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,24,92,50,43,361,9,Critical
2026-05-31 18:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,58,66,56,20,49,39,Healthy
2026-05-31 18:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,89,78,54,100,410,90,Warning
2026-05-31 18:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,52,69,86,27,280,79,Warning
2026-05-31 18:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,44,89,43,45,215,13,Warning
2026-05-31 18:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,61,63,55,30,262,12,Healthy
2026-05-31 19:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,60,62,96,46,94,101,Critical
2026-05-31 19:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,54,75,43,119,149,43,Healthy
2026-05-31 19:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,67,97,39,84,158,103,Critical
2026-05-31 19:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,99,23,52,125,331,42,Critical
2026-05-31 19:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,19,25,56,110,62,61,Healthy
2026-05-31 19:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,46,54,58,93,52,94,Warning
2026-05-31 19:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,68,64,59,18,61,62,Healthy
2026-05-31 19:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,72,65,75,24,71,42,Healthy
2026-05-31 20:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,56,30,70,106,196,49,Healthy
2026-05-31 20:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,56,51,57,104,88,110,Warning
2026-05-31 20:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,59,71,85,72,146,53,Warning
2026-05-31 20:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,39,47,36,55,370,33,Healthy
2026-05-31 20:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,41,65,34,25,77,56,Healthy
2026-05-31 20:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,24,45,99,86,198,86,Critical
2026-05-31 20:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,25,77,78,107,56,37,Healthy
2026-05-31 20:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,56,28,43,76,144,109,Warning
2026-05-31 21:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,24,57,78,43,249,109,Warning
2026-05-31 21:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,53,74,73,18,341,119,Warning
2026-05-31 21:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,60,88,74,58,209,1,Warning
2026-05-31 21:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,29,58,34,96,45,12,Healthy
2026-05-31 21:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,65,46,51,54,399,42,Healthy
2026-05-31 21:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,67,84,39,94,55,87,Warning
2026-05-31 21:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,23,64,68,49,140,97,Warning
2026-05-31 21:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,92,29,73,162,371,40,Critical
2026-05-31 22:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,20,87,49,113,100,98,Warning
2026-05-31 22:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,34,95,57,63,302,91,Critical
2026-05-31 22:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,32,75,91,70,39,59,Warning
2026-05-31 22:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,22,58,55,68,178,15,Healthy
2026-05-31 22:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,91,32,69,183,215,12,Critical
2026-05-31 22:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,45,37,55,65,188,96,Warning
2026-05-31 22:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,39,71,62,82,291,25,Healthy
2026-05-31 22:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,75,44,82,33,150,14,Healthy
2026-05-31 23:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,27,33,78,24,120,99,Warning
2026-05-31 23:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,58,70,67,87,359,82,Healthy
2026-05-31 23:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,57,62,98,95,185,102,Critical
2026-05-31 23:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,35,44,49,19,59,48,Healthy
2026-05-31 23:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,71,63,84,91,289,50,Healthy
2026-05-31 23:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,47,72,32,118,322,84,Healthy
2026-05-31 23:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,30,52,33,118,205,92,Warning
2026-05-31 23:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,23,95,58,82,297,79,Critical
2026-06-01 00:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,28,40,79,91,56,102,Warning
2026-06-01 00:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,58,26,65,51,159,93,Warning
2026-06-01 00:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,72,60,51,99,102,118,Warning
2026-06-01 00:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,40,63,55,105,73,40,Healthy
2026-06-01 00:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,53,72,38,109,380,117,Warning
2026-06-01 00:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,96,49,31,118,139,44,Critical
2026-06-01 00:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,67,36,92,79,306,107,Warning
2026-06-01 00:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,65,24,86,31,335,49,Warning
2026-06-01 01:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,27,75,69,36,399,57,Healthy
2026-06-01 01:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,20,65,58,111,413,101,Warning
2026-06-01 01:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,46,37,81,39,218,87,Healthy
2026-06-01 01:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,54,51,79,82,244,21,Healthy
2026-06-01 01:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,70,60,98,62,313,120,Critical
2026-06-01 01:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,24,55,48,35,169,58,Healthy
2026-06-01 01:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,75,75,88,72,208,120,Warning
2026-06-01 01:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,19,47,45,25,221,29,Healthy
2026-06-01 02:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,19,28,71,33,100,5,Healthy
2026-06-01 02:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,36,52,38,75,259,79,Healthy
2026-06-01 02:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,18,23,83,108,341,68,Healthy
2026-06-01 02:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,90,37,33,96,348,59,Critical
2026-06-01 02:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,93,60,70,125,397,19,Critical
2026-06-01 02:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,36,61,66,100,372,11,Healthy
2026-06-01 02:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,51,26,64,79,313,3,Healthy
2026-06-01 02:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,42,24,53,17,212,101,Warning
2026-06-01 03:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,22,68,36,109,417,43,Healthy
2026-06-01 03:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,94,43,41,182,267,90,Critical
2026-06-01 03:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,48,73,75,73,48,38,Healthy
2026-06-01 03:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,89,88,62,119,308,61,Warning
2026-06-01 03:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,96,34,85,178,199,35,Critical
2026-06-01 03:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,25,49,77,64,203,24,Healthy
2026-06-01 03:00:00,SRV-WIN-02,Windows,File Services,Atlanta DC-2,49,45,63,25,402,55,Healthy
2026-06-01 03:00:00,SRV-WIN-03,Windows,Patch Management,Atlanta DC-2,23,74,48,25,197,85,Healthy
2026-06-01 04:00:00,SRV-AIX-01,AIX,Core Banking Ops,Atlanta DC-1,36,60,40,59,258,6,Healthy
2026-06-01 04:00:00,SRV-AIX-02,AIX,Mainframe Integration,Atlanta DC-1,64,44,57,116,59,10,Healthy
2026-06-01 04:00:00,SRV-LNX-01,Linux,Monitoring,Atlanta DC-1,60,45,77,18,103,109,Warning
2026-06-01 04:00:00,SRV-LNX-02,Linux,API Gateway,Atlanta DC-1,56,85,45,61,215,50,Warning
2026-06-01 04:00:00,SRV-LNX-03,Linux,Log Aggregation,Atlanta DC-2,88,65,53,112,69,74,Warning
2026-06-01 04:00:00,SRV-WIN-01,Windows,Active Directory,Atlanta DC-1,26,47,47,29,43,95,Warning
